stock,variable,year,mean,sd,lower,upper,status
Actinopterygii,b_div_bmsy,2022,2.52751610558797e-08,8.78766873051424,3.54016165315744e-11,0.0608323446141154,Overfished
Argopecten purpuratus,b_div_bmsy,2022,0.00211548749038609,8.69465228780059,4.19055539669202e-11,2.62473091431743,Overfished
Auxis thazard,b_div_bmsy,2021,1.51337712760586,0.966108422046932,0.736042929710291,3.09320519791762,Underfished
Brama australis,b_div_bmsy,2022,1.43723168955323,1.22353394197541,0.648991093047597,3.16281909883167,Underfished
Coryphaena hippurus,b_div_bmsy,2022,0.197091578072497,5.52243075679989,0.0184480156789626,3.56553430883529,Overfished
Dosidicus gigas,b_div_bmsy,2022,1.0629288915679,0.0618357892267595,0.968284624502256,1.18394269242511,Fully fished
Engraulis ringens,b_div_bmsy,2022,0.00696314213893208,7.06035457737836,1.83426612024411e-10,1.02362825827349,Overfished
Gracilaria spp,b_div_bmsy,2022,0.0848481779537968,4.37619867922099,0.0132559320741895,0.908222767748396,Overfished
Katsuwonus pelamis,b_div_bmsy,2022,0.404740226012634,1.18720265308399,0.140037424635414,0.999533185947002,Overfished
Lessonia nigrescens,b_div_bmsy,2022,1.0608522788963,0.779437211012766,0.426530184017629,2.41261990897387,Fully fished
Lessonia trabeculata,b_div_bmsy,2022,1.30278988349512,0.376038980092797,0.688951214091507,2.18919911312235,Underfished
Loxechinus albus,b_div_bmsy,2022,0.3174399853842,0.958751423340463,0.128450489806204,0.778500992864652,Overfished
Macrocystis spp,b_div_bmsy,2022,0.313625543731937,5.25929657491249,0.066969150374572,3.26906975412682,Overfished
Merluccius gayi,b_div_bmsy,2022,3.97113598199814e-10,4.79398113071086,5.86374393008731e-11,0.00402321271245762,Overfished
Penaeus spp,b_div_bmsy,2022,1.32921916860814,0.550475333941148,0.530186138689389,2.99608407995767,Underfished
Sarda chiliensis,b_div_bmsy,2022,3.65312146021484e-11,0.0038608199501616,3.64189541382618e-11,3.66739557953216e-11,Overfished
Scomber japonicus,b_div_bmsy,2022,0.164051510538002,2.94362069717866,0.0480530933273969,0.774410497112453,Overfished
Strangomera bentincki,b_div_bmsy,2022,0.247863745779238,2.81683792620447,0.0632753053855171,1.17319600194366,Overfished
Trachurus murphyi,b_div_bmsy,2022,0.206022835558982,0.8970101569714,0.0465528102554243,0.768220610173774,Overfished
